keyword,tracked_asins,tracked_asin_count,current_position,prior_position,rank_movement,search_query_volume,total_purchases,brand_purchases,est_total_keyword_sales,est_brand_keyword_sales,prior_est_total_keyword_sales,total_sales_wow,total_clicks,brand_clicks,brand_ctr,brand_purchase_per_click
mellani pillow case,,0,,,,1,1,1,17.97,17.97,27.0,-0.3344444444444445,1,1,0.05555555555555555,1.0
milani pillow cases king,,0,,,,1,1,1,17.97,17.97,,,1,1,0.047619047619047616,1.0
white pillowcase 20 x 36,,0,,,,1,1,1,17.97,17.97,,,1,1,0.047619047619047616,1.0
mellanni king pillow cases,,0,,,,19,1,1,17.97,17.97,17.97,0.0,12,10,0.022935779816513763,0.1
king pillow cases set of 2 green,,0,,,,19,1,1,17.97,17.97,,,7,1,0.001763668430335097,1.0
aqua no iron pillow cases,,0,,,,3,1,1,17.97,17.97,,,3,1,0.017241379310344827,1.0
blackout flat sheets,,0,,,,6,1,1,17.97,17.97,,,10,1,0.00641025641025641,1.0
dusty blue pillow cases standard super soft,,0,,,,5,1,1,17.97,17.97,,,3,1,0.008403361344537815,1.0
gold pillow case for king pillow,,0,,,,3,1,1,17.97,17.97,,,2,1,0.005376344086021506,1.0
mallemi sheets,,0,,,,1,1,1,17.61,17.61,,,1,1,0.1,1.0
light gray pillow shams,,0,,,,79,2,0,16.98,,,,32,4,0.002326934264107039,0.0
breathable sheets,,0,,,,385,1,0,16.98,,,,157,2,0.000182882223847842,0.0
coral twin xl sheets,,0,,,,16,1,0,16.97,,43.18,-0.6069939786938398,16,3,0.005253940455341506,0.0
sheets king bed,,0,,,,59,1,0,16.96,,40.97,-0.5860385648035147,24,1,0.0006112469437652812,0.0
flannel fitted sheet,,0,,,,300,1,0,16.15,,29.46,-0.45179904955872374,167,2,0.00022951572182694515,0.0
sheets for double bed,,0,,,,77,1,0,16.12,,,,34,6,0.0023781212841854932,0.0
magic skirt wrap around bed skirt,,0,,,,60,1,0,16.11,,,,29,3,0.001978891820580475,0.0
queen sherts,,0,,,,75,1,0,15.99,,,,28,1,0.000628140703517588,0.0
purple twin sheet flat cotton,,0,,,,1,1,1,15.97,15.97,,,1,1,0.041666666666666664,1.0
white bed sheet set,,0,,,,94,1,0,15.49,,,,47,5,0.0023820867079561697,0.0
white sheets set king,,0,,,,27,1,0,15.29,,,,15,3,0.004966887417218543,0.0
king size hotel sheets,,0,,,,46,1,0,15.0,,50.98,-0.705766967438211,29,4,0.0032441200324412004,0.0
white bedsheet,,0,,,,126,2,0,14.979999999999999,,,,39,1,0.00032605151613955004,0.0
pillow shams light beige,,0,,,,1,1,1,14.97,14.97,,,1,1,0.043478260869565216,1.0
beige pillow sham set,,0,,,,9,1,1,14.97,14.97,,,8,2,0.009852216748768473,0.5
solid blue pillow shams,,0,,,,5,1,1,14.97,14.97,,,8,1,0.005434782608695652,1.0
mellani body pillow cover,,0,,,,1,1,1,14.97,14.97,,,1,1,0.043478260869565216,1.0
pinstripe bed sheets,,0,,,,190,1,0,14.97,,,,91,1,0.0001884303749764462,0.0
cozy bliss light gray pillow shams,,0,,,,1,1,1,14.97,14.97,,,1,1,0.05555555555555555,1.0
new york yankees pillow shams royal blue,,0,,,,1,1,1,14.97,14.97,,,1,1,0.038461538461538464,1.0
cal king denum blue pillow case,,0,,,,1,1,1,14.97,14.97,,,1,1,0.030303030303030304,1.0
dusty blue king shams,,0,,,,5,1,1,14.97,14.97,,,3,1,0.00909090909090909,1.0
stone blue pillow sham,,0,,,,3,1,1,14.97,14.97,,,3,1,0.015625,1.0
pillow shams california king,,0,,,,20,1,1,14.97,14.97,,,7,2,0.00390625,0.5
dusty blue pillow shams queen,,0,,,,18,1,1,14.97,14.97,,,13,3,0.006493506493506494,0.3333333333333333
country blue pillow shams,,0,,,,6,1,1,14.97,14.97,,,2,1,0.008333333333333333,1.0
dusty denim blue sham pillow case,,0,,,,4,1,1,14.97,14.97,,,3,2,0.025,0.5
beige sham pillow cases,,0,,,,4,1,1,14.97,14.97,,,3,1,0.013513513513513514,1.0
king size white and blue damask pillow sham,,0,,,,4,1,1,14.97,14.97,,,2,1,0.010309278350515464,1.0
queen size pillow shams beige,,0,,,,22,1,1,14.97,14.97,,,7,1,0.0010706638115631692,1.0
natural beige king shams,,0,,,,2,1,1,14.97,14.97,,,2,2,0.041666666666666664,0.5
slate blue king pillow shams,,0,,,,2,1,1,14.97,14.97,,,2,2,0.030303030303030304,0.5
mellani standard shams,,0,,,,2,1,1,14.97,14.97,,,1,1,0.016666666666666666,1.0
￼slate blue pillow shams,,0,,,,2,1,1,14.97,14.97,,,1,1,0.025,1.0
king size medium blue sham,,0,,,,2,1,1,14.97,14.97,,,2,1,0.020833333333333332,1.0
envelope closure king pillow shams beige,,0,,,,2,1,1,14.97,14.97,,,1,1,0.02564102564102564,1.0
twin xl sheet set white,,0,,,,18,1,0,14.64,,,,12,2,0.003898635477582846,0.0
blush sheets,,0,,,,152,1,0,14.0,,,,74,3,0.0006923609508423724,0.0
white pleated bed skirt queen,,0,,,,25,1,0,12.97,,,,13,1,0.001607717041800643,0.0
blue shams,,0,,,,148,1,0,9.99,,76.47,-0.8693605335425658,59,1,0.00028677946659019213,0.0
twin bed sheet white,,0,,,,24,1,0,7.99,,14.98,-0.4666221628838451,9,2,0.0034782608695652175,0.0
blue pattern sheets,,0,,,,368,0,0,,,,,180,3,0.00028323262839879157,0.0
royal blue bed skirt,,0,,,,66,0,0,,,,,43,9,0.005739795918367347,0.0
light grey striped sheets,,0,,,,44,0,0,,,,,27,4,0.0022611644997173543,0.0
lencol king size,,0,,,,39,0,0,,,,,16,2,0.002178649237472767,0.0
mellanni white sheet set,,0,,,,13,0,0,,,,,7,6,0.015957446808510637,0.0
18 inch deep pocket sheets king,,0,,,,13,0,0,,,,,58,3,0.005952380952380952,0.0
luxury white sheets queen,,0,,,,12,0,0,,,,,10,3,0.011538461538461539,0.0
"mellanni queen sheets set - 4 pc iconic collection bedding - hotel luxury, extra soft, cooling bed s",,0,,,,47,0,0,,,,,0,0,0.0,
mellanni 100% cotton flannel,,0,,,,30,0,0,,,,,10,8,0.014652014652014652,0.0
mellanni deep pocket queen sheets,,0,,,,26,0,0,,,,,13,13,0.0197869101978691,0.0
mellanni flannel california king flat sheet,,0,,,,22,0,0,,,,,11,6,0.011976047904191617,0.0
millennial sheets,,0,,,,19,0,0,,,,,7,5,0.007861635220125786,0.0
mallani bed sheets,,0,,,,18,0,0,,,,,10,10,0.027777777777777776,0.0
mellanni 100% cotton,,0,,,,17,0,0,,,,,12,10,0.028089887640449437,0.0
mellanni bedsheets,,0,,,,17,0,0,,,,,9,9,0.030508474576271188,0.0
melanni,,0,,,,17,0,0,,,,,8,7,0.029288702928870293,0.0
mellanni microfiber sheet set,,0,,,,16,0,0,,,,,9,9,0.017578125,0.0
milani bed sheets,,0,,,,16,0,0,,,,,7,6,0.014925373134328358,0.0
mellanni bed skirts,,0,,,,15,0,0,,,,,13,10,0.018214936247723135,0.0
melanie sheets king,,0,,,,15,0,0,,,50.98,,13,10,0.026881720430107527,0.0
sheets mellanni,,0,,,,14,0,0,,,,,9,9,0.024657534246575342,0.0
mellani printed sheets,,0,,,,12,0,0,,,,,11,9,0.03409090909090909,0.0
mellanni twin xl,,0,,,,11,0,0,,,,,5,5,0.009823182711198428,0.0
mellanni bed sheets full size set,,0,,,,11,0,0,,,,,9,8,0.028268551236749116,0.0
mellanni cotton sheets,,0,,,,11,0,0,,,40.97,,7,7,0.027131782945736434,0.0
mellanni fitted sheet,,0,,,,11,0,0,,,,,5,5,0.01072961373390558,0.0
bed sheets mellanni,,0,,,,10,0,0,,,,,7,7,0.028925619834710745,0.0
mellanni iconic collection microfiber sheet set,,0,,,,10,0,0,,,,,5,4,0.00966183574879227,0.0
mellanni hotel luxury sheets,,0,,,,10,0,0,,,,,6,6,0.02390438247011952,0.0
mellani sheet,,0,,,,9,0,0,,,,,4,4,0.013888888888888888,0.0
mellanni rv short queen sheet set,,0,,,,9,0,0,,,,,7,7,0.03153153153153153,0.0
mellanni brushed microfiber sheet set,,0,,,,8,0,0,,,,,5,5,0.02631578947368421,0.0
mellanni brushed microfiber sheets,,0,,,,7,0,0,,,,,4,4,0.010638297872340425,0.0
mellanni sheets cotton,,0,,,,7,0,0,,,,,7,7,0.05,0.0
mellanni bedsheet,,0,,,,7,0,0,,,,,2,2,0.006600660066006601,0.0
mellanni deep pocket sheets,,0,,,,6,0,0,,,,,3,3,0.009375,0.0
mellanni iconic 4-piece microfiber sheet set,,0,,,,6,0,0,,,,,4,4,0.0196078431372549,0.0
queen bed sheet mellani,,0,,,,4,0,0,,,,,3,3,0.012096774193548387,0.0
mellani quenn deep pocket sheet set,,0,,,,1,0,0,,,,,49,27,0.4426229508196721,0.0
melani,,0,,,,1148,0,0,,,10.97,,22,0,0.0,
juegos de sábanas y fundas de almohada,,0,,,,612,0,0,,,42.49,,194,5,0.00030689909157868893,0.0
hydrangea sheets,,0,,,,301,0,0,,,,,147,0,0.0,
extra deep queen sheets,,0,,,,191,0,0,,,182.08,,105,5,0.0008286377195889957,0.0
stain resistant sheets,,0,,,,91,0,0,,,,,35,10,0.003885003885003885,0.0
yellow sheet set,,0,,,,166,0,0,,,,,64,1,0.0002306805074971165,0.0
patterned queen sheet set,,0,,,,194,0,0,,,,,126,1,0.00020554984583761563,0.0
dark taupe sheets,,0,,,,71,0,0,,,,,40,3,0.0014925373134328358,0.0
dark teal sheets,,0,,,,104,0,0,,,,,41,6,0.0023346303501945525,0.0
queen size boho bed skirt,,0,,,,34,0,0,,,,,53,2,0.00315955766192733,0.0
tailored queen bed skirt 14 inch drop,,0,,,,107,0,0,,,62.91,,52,1,0.0004616805170821791,0.0
hotel bedding king,,0,,,,69,0,0,,,,,34,1,0.0005824111822947001,0.0
coral sheets twin xl,,0,,,,32,0,0,,,,,21,2,0.002190580503833516,0.0
full xl sheets silk,,0,,,,121,0,0,,,,,69,1,0.00031259768677711783,0.0
cute blue sheets,,0,,,,92,0,0,,,,,41,2,0.0007619047619047619,0.0
blue green sheets,,0,,,,88,0,0,,,,,34,2,0.0009233610341643582,0.0
sheets queen size bed set flannel,,0,,,,41,0,0,,,,,26,1,0.0012048192771084338,0.0
sage and white striped sheet set king,,0,,,,18,0,0,,,,,27,2,0.004618937644341801,0.0
baby pink bed sheets,,0,,,,165,0,0,,,,,69,2,0.0005334755934915977,0.0
pleated bed skirt king size,,0,,,,146,0,0,,,,,88,1,0.00034094783498124785,0.0
cooling split king sheets sets for adjustable bed,,0,,,,64,0,0,,,,,54,1,0.0005995203836930455,0.0
blush pink cooling sheets,,0,,,,21,0,0,,,,,23,1,0.0019455252918287938,0.0
olive green striped sheets,,0,,,,198,0,0,,,,,118,3,0.0006291946308724832,0.0
split-king sheets,,0,,,,73,0,0,,,,,24,1,0.0004945598417408506,0.0
queen sheets paisley,,0,,,,50,0,0,,,,,21,2,0.0017683465959328027,0.0
standard queen sheet set,,0,,,,47,0,0,,,,,28,2,0.0017241379310344827,0.0
white sheets cooling,,0,,,,47,0,0,,,,,27,1,0.0009000900090009,0.0
striped california king sheet sets,,0,,,,36,0,0,,,,,20,1,0.0011441647597254005,0.0
gray paisley pillow cases,,0,,,,31,0,0,,,,,16,1,0.001466275659824047,0.0
blue grey sheets,,0,,,,47,0,0,,,,,19,1,0.00072992700729927,0.0
sabanas hotel coleccion queen,,0,,,,36,0,0,,,,,16,1,0.0013157894736842105,0.0
dark green jersey sheets,,0,,,,34,0,0,,,,,18,2,0.002554278416347382,0.0
king striped percale sheets green,,0,,,,23,0,0,,,,,31,2,0.0036231884057971015,0.0
gray and white full sheets,,0,,,,17,0,0,,,,,7,1,0.0031645569620253164,0.0
wrinkle free queen sheets,,0,,,,135,0,0,,,21.24,,56,1,0.0001858736059479554,0.0
hilton hotel bedding collection,,0,,,,64,0,0,,,,,19,5,0.003687315634218289,0.0
sheets for king bed,,0,,,,63,0,0,,,,,18,2,0.001076426264800861,0.0
marriott hotel bedding set,,0,,,,50,0,0,,,,,18,4,0.003787878787878788,0.0
king size pillow shams beige,,0,,,,30,0,0,,,14.97,,17,1,0.0017006802721088435,0.0
paisley queen sheet set,,0,,,,27,0,0,,,,,19,1,0.0015772870662460567,0.0
queen tailored bed skirt,,0,,,,27,0,0,,,,,15,1,0.0012285012285012285,0.0
king bed sheets white hotel quality,,0,,,,17,0,0,,,,,4,1,0.0012919896640826874,0.0
bed sheets full size dark green,,0,,,,14,0,0,,,,,12,2,0.005571030640668524,0.0
gold cooling pillow cases,,0,,,,8,0,0,,,,,7,2,0.011764705882352941,0.0
mellanni king size sheet set,,0,,,,8,0,0,,,,,6,4,0.022222222222222223,0.0
￼purple queen sheet sets,,0,,,,7,0,0,,,,,5,2,0.011976047904191617,0.0
"bed sheets, cotton , prints queen size",,0,,,,6,0,0,,,,,7,2,0.011111111111111112,0.0
oversized velvet king comforter set seaglass,,0,,,,4,0,0,,,,,11,2,0.024691358024691357,0.0
soft flannel sheets queen,,0,,,,42,0,0,,,,,28,2,0.0018050541516245488,0.0
funky striped sheets,,0,,,,38,0,0,,,,,16,1,0.0009225092250922509,0.0
king size deep pocket flannel sheets,,0,,,,30,0,0,,,,,14,1,0.00141643059490085,0.0
best selling sheets king size,,0,,,,28,0,0,,,40.97,,15,1,0.0010030090270812437,0.0
no iron pillowcases,,0,,,,26,0,0,,,,,18,2,0.0027247956403269754,0.0
best king bed sheets,,0,,,,25,0,0,,,,,10,1,0.0011389521640091116,0.0
sheets gray purple,,0,,,,17,0,0,,,,,8,2,0.006060606060606061,0.0
soft double brushed duvet cover set with sheets,,0,,,,17,0,0,,,,,6,2,0.003527336860670194,0.0
red bed skirt king,,0,,,,12,0,0,,,,,13,2,0.008064516129032258,0.0
green thick striped sheets,,0,,,,10,0,0,,,,,9,4,0.011396011396011397,0.0
very soft romantic twin sheets,,0,,,,10,0,0,,,,,8,2,0.00904977375565611,0.0
queen pleated bed skirt 15 inch drop,,0,,,,8,0,0,,,,,11,2,0.011235955056179775,0.0
blue gray white sheets,,0,,,,7,0,0,,,,,5,2,0.011299435028248588,0.0
mellanni twin sheets,,0,,,,4,0,0,,,34.97,,2,1,0.011904761904761904,0.0
milani sheets,,0,,,,106,0,0,,,73.94,,51,46,0.017157776948899663,0.0
mellani sheets,,0,,,,75,0,0,,,,,42,41,0.018141592920353982,0.0
mellani,,0,,,,67,0,0,,,,,24,24,0.016877637130801686,0.0
mellanni sheets queen,,0,,,,48,0,0,,,45.96666666666667,,25,25,0.0195160031225605,0.0
mellanni iconic collection,,0,,,,45,0,0,,,17.97,,20,20,0.013486176668914362,0.0
lavender print sheets,,0,,,,45,0,0,,,,,41,2,0.001417434443656981,0.0
light grey pillow shams standard size,,0,,,,44,0,0,,,,,28,2,0.002183406113537118,0.0
full+size+sheets,,0,,,,40,0,0,,,,,10,1,0.0005813953488372093,0.0
millania sheets,,0,,,,38,0,0,,,73.94,,20,20,0.024390243902439025,0.0
mellanni sheets twin xl,,0,,,,37,0,0,,,34.97,,23,23,0.024731182795698924,0.0
mellanni duvet cover,,0,,,,35,0,0,,,34.97,,19,16,0.015841584158415842,0.0
melani sheets,,0,,,,33,0,0,,,,,20,20,0.016877637130801686,0.0
mellanni bed sheet set,,0,,,,32,0,0,,,,,16,16,0.01616161616161616,0.0
melanie sheets,,0,,,,29,0,0,,,,,11,11,0.015406162464985995,0.0
beige pillow shams queen size set of 2,,0,,,,29,0,0,,,,,21,2,0.0017035775127768314,0.0
dark plum sheets queen,,0,,,,28,0,0,,,,,18,2,0.0023094688221709007,0.0
white and gray striped sheets,,0,,,,27,0,0,,,,,15,3,0.004601226993865031,0.0
mellanni iconic collection twin xl sheet set,,0,,,,23,0,0,,,34.27,,12,12,0.015384615384615385,0.0
mellanni microfiber sheets,,0,,,,22,0,0,,,,,10,10,0.011890606420927468,0.0
mellanni pillow cases king,,0,,,,20,0,0,,,,,11,9,0.015025041736227046,0.0
mellanni deep pocket king sheets,,0,,,,20,0,0,,,50.97,,9,9,0.01618705035971223,0.0
mellanni iconic sheet set,,0,,,,19,0,0,,,,,7,7,0.009174311926605505,0.0
cotton pillow shams standard size blue,,0,,,,18,0,0,,,,,12,2,0.0042643923240938165,0.0
kassatex sheets,,0,,,,18,0,0,,,,,9,4,0.012578616352201259,0.0
sábanas queen 1000 algodon hotel,,0,,,,17,0,0,,,,,3,2,0.0056179775280898875,0.0
millani sheets,,0,,,,16,0,0,,,,,11,10,0.019762845849802372,0.0
mellanni pillow cases standard size,,0,,,,15,0,0,,,27.0,,12,12,0.0335195530726257,0.0
mellanni iconic collection sheets,,0,,,,15,0,0,,,,,10,5,0.01160092807424594,0.0
mellanni cooling sheets,,0,,,,15,0,0,,,,,9,8,0.023323615160349854,0.0
milani sheets twin xl,,0,,,,15,0,0,,,,,9,6,0.010657193605683837,0.0
mellanni duvet cover king,,0,,,,14,0,0,,,,,9,9,0.026392961876832845,0.0
mellanni queen sheet set deep pocket,,0,,,,13,0,0,,,,,9,9,0.025423728813559324,0.0
dusty blue sham,,0,,,,13,0,0,,,,,5,3,0.010526315789473684,0.0
milani king pillow cases,,0,,,,12,0,0,,,17.97,,8,6,0.024193548387096774,0.0
distinctly home sheets,,0,,,,12,0,0,,,,,5,4,0.015209125475285171,0.0
bedskirt for full size adjustable bed frame,,0,,,,12,0,0,,,,,9,2,0.008130081300813009,0.0
bedskirt 10 inch drop queen,,0,,,,12,0,0,,,,,8,2,0.008771929824561403,0.0
mellanni iconic collection sheet set:,,0,,,,11,0,0,,,,,4,4,0.00997506234413965,0.0
mellanni queen deep pocket sheets,,0,,,,11,0,0,,,,,8,7,0.028455284552845527,0.0
mellanni full sheet set ivory,,0,,,,11,0,0,,,,,4,4,0.017699115044247787,0.0
best rated king sheets,,0,,,,11,0,0,,,,,8,2,0.007782101167315175,0.0
pinstripe sheets full size,,0,,,,10,0,0,,,,,17,2,0.008368200836820083,0.0
light grey and white cotton pillow cases,,0,,,,10,0,0,,,,,7,2,0.009900990099009901,0.0
mellanni california king sheet sets,,0,,,,9,0,0,,,,,6,6,0.03125,0.0
mellanni queen sheets,,0,,,,9,0,0,,,,,6,6,0.030612244897959183,0.0
melanie bed sheets,,0,,,,9,0,0,,,,,5,5,0.028901734104046242,0.0
sage and white thick stripe sheets queen,,0,,,,9,0,0,,,,,5,2,0.011049723756906077,0.0
pink clay colored sheets,,0,,,,9,0,0,,,,,7,2,0.009708737864077669,0.0
mellanni iconic sheets,,0,,,,8,0,0,,,,,5,5,0.016339869281045753,0.0
mellanni iconic collection king sheet set,,0,,,,8,0,0,,,,,3,3,0.013215859030837005,0.0
mellanni pleated bed skirt,,0,,,,8,0,0,,,,,5,3,0.019230769230769232,0.0
meloni sheets queen,,0,,,,8,0,0,,,,,4,3,0.01935483870967742,0.0
black king sheet sets,,0,,,,8,0,0,,,,,6,2,0.023809523809523808,0.0
mellanni queen sheet set white,,0,,,,7,0,0,,,34.22,,4,4,0.02857142857142857,0.0
mellanni hotel luxury sheet set,,0,,,,7,0,0,,,,,5,5,0.031446540880503145,0.0
mellani king sheets,,0,,,,7,0,0,,,,,5,5,0.03289473684210526,0.0
mellanni duvet,,0,,,,7,0,0,,,,,2,2,0.006622516556291391,0.0
mellanni fitted sheet twin xl,,0,,,,7,0,0,,,,,3,3,0.015463917525773196,0.0
suoer soft sheets,,0,,,,7,0,0,,,,,3,2,0.008928571428571428,0.0
blush twin xl sheets oeko teko,,0,,,,7,0,0,,,,,6,2,0.014285714285714285,0.0
mellanni pillowcase,,0,,,,6,0,0,,,,,3,3,0.0136986301369863,0.0
mellanni twin xl sheets set - 3 pc iconic collection bedding,,0,,,,6,0,0,,,,,5,4,0.018691588785046728,0.0
mellanni twin xl sheet set white,,0,,,,6,0,0,,,,,4,4,0.032,0.0
mellani bed sheets,,0,,,,6,0,0,,,,,7,7,0.03414634146341464,0.0
mellanni extra deep pocket fitted sheet,,0,,,,6,0,0,,,,,6,6,0.018633540372670808,0.0
milani pillow cases,,0,,,,6,0,0,,,,,5,5,0.034013605442176874,0.0
mellanni flat sheet,,0,,,,6,0,0,,,,,3,2,0.01020408163265306,0.0
king size sheets green stripes,,0,,,,6,0,0,,,,,4,2,0.013793103448275862,0.0
box pleat bed skirt queen 15 inch drop,,0,,,,6,0,0,,,,,6,1,0.006944444444444444,0.0
mellanni iconic collection twin xl,,0,,,,5,0,0,,,,,4,4,0.028368794326241134,0.0
king sheets mellanni,,0,,,,5,0,0,,,81.94,,4,4,0.04,0.0
mellanni twin xl fitted sheet only,,0,,,,5,0,0,,,,,4,4,0.027972027972027972,0.0
mellanni full sheets,,0,,,,5,0,0,,,,,2,2,0.014814814814814815,0.0
black cooling bed sheets king,,0,,,,5,0,0,,,,,5,2,0.017391304347826087,0.0
mellani queen sheet set,,0,,,,4,0,0,,,,,4,4,0.018867924528301886,0.0
mellani iconic collection sheets queen size,,0,,,,4,0,0,,,,,4,4,0.01639344262295082,0.0
mellanni extra deep pocket sheets,,0,,,,4,0,0,,,,,3,3,0.0375,0.0
mellanni queen sheet set ivory,,0,,,,4,0,0,,,,,3,2,0.023809523809523808,0.0
mellanni extra deep pocket twin xl sheet set,,0,,,,4,0,0,,,,,2,2,0.016666666666666666,0.0
mellanni twin xl sheet set sage green,,0,,,,4,0,0,,,,,1,1,0.004784688995215311,0.0
mellanni sheets king size,,0,,,,4,0,0,,,,,1,1,0.011627906976744186,0.0
striped cooling bed sheets king,,0,,,,4,0,0,,,,,16,2,0.020618556701030927,0.0
mellanni twin xl fitted sheets,,0,,,,3,0,0,,,,,4,4,0.038834951456310676,0.0
pillowcases king spa blue,,0,,,,3,0,0,,,,,5,2,0.0273972602739726,0.0
mellanni iconic collection full white sheet set,,0,,,,3,0,0,,,,,3,3,0.041666666666666664,0.0
mellanni king bed sheet set extra deep,,0,,,,3,0,0,,,,,3,3,0.047619047619047616,0.0
mellani bedding,,0,,,,3,0,0,,,,,2,2,0.03076923076923077,0.0
mellani full size sheets,,0,,,,3,0,0,,,,,3,2,0.028985507246376812,0.0
mellanni pillow cases 4 piece white,,0,,,,3,0,0,,,,,2,2,0.027777777777777776,0.0
melania queen sheets,,0,,,,3,0,0,,,,,3,2,0.03333333333333333,0.0
mellanni extra deep king sheetscooling sheet set,,0,,,,3,0,0,,,,,1,1,0.014492753623188406,0.0
pink or coral queen sheets,,0,,,,3,0,0,,,,,4,2,0.03333333333333333,0.0
oreo sheets,,0,,,,3,0,0,,,,,2,2,0.037037037037037035,0.0
mellanni twin xl white sheet set,,0,,,,3,0,0,,,,,1,1,0.014492753623188406,0.0
mellanni white queen sheet set,,0,,,,3,0,0,,,36.97,,1,1,0.014705882352941176,0.0
mellanni bed skirt queen,,0,,,,3,0,0,,,,,1,1,0.00980392156862745,0.0
mellanni hotel luxury wrinkle,,0,,,,2,0,0,,,,,2,2,0.017241379310344827,0.0
mellanni queen bed sheet set,,0,,,,2,0,0,,,,,2,2,0.01818181818181818,0.0
full bed sheets mellani,,0,,,,2,0,0,,,,,2,2,0.017241379310344827,0.0
mellani gray sheets,,0,,,,2,0,0,,,,,2,2,0.030303030303030304,0.0
meillani king sheet,,0,,,,2,0,0,,,,,2,2,0.05,0.0
4 x mellanni queen sheet set,,0,,,,2,0,0,,,,,2,2,0.043478260869565216,0.0
mellanni sheet set queen,,0,,,,2,0,0,,,,,2,2,0.05,0.0
queen bed sheets printed cotton mellani,,0,,,,2,0,0,,,,,2,2,0.041666666666666664,0.0
mallani sheets,,0,,,,2,0,0,,,,,2,2,0.046511627906976744,0.0
mellabi bedskirt,,0,,,,2,0,0,,,,,2,2,0.05555555555555555,0.0
dark purple flower sheets,,0,,,,2,0,0,,,,,2,2,0.05,0.0
pink rose color queen sheets,,0,,,,2,0,0,,,,,3,2,0.041666666666666664,0.0
queen microfober hotel sheets,,0,,,,2,0,0,,,,,3,2,0.041666666666666664,0.0
off white full sheetset,,0,,,,2,0,0,,,,,2,2,0.05,0.0
green stripe king,,0,,,,2,0,0,,,,,2,2,0.05,0.0
"mellanni queen sheets set - 4 pc iconic collection bedding hotel luxury, extra soft, cooling bed sheets - wrinkle, fade, stain resistant (queen, white)",,0,,,,2,0,0,,,39.97,,1,1,0.025,0.0
mellanni iconic collection light beige,,0,,,,2,0,0,,,,,1,1,0.023809523809523808,0.0
mellanni franela sheets,,0,,,,2,0,0,,,,,1,1,0.019230769230769232,0.0
mellanni luxury white sheets king,,0,,,,2,0,0,,,,,1,1,0.02631578947368421,0.0
mellanni deep pocket queen sheet set satteen,,0,,,,2,0,0,,,,,1,1,0.02564102564102564,0.0
mellanni king sheet set deep pocket,,0,,,,2,0,0,,,,,1,1,0.012987012987012988,0.0
mellanni iconic collection king white sheet set,,0,,,,2,0,0,,,,,1,1,0.02564102564102564,0.0
mellanni pillow case,,0,,,,2,0,0,,,,,1,1,0.025,0.0
mellanni queen sheet set 4 piece rv queen,,0,,,,2,0,0,,,,,1,1,0.020833333333333332,0.0
mellanni brushed microfiber sheet set – twin xl – ivory,,0,,,,2,0,0,,,,,1,1,0.025,0.0
mellani full size flat sheet,,0,,,,2,0,0,,,,,1,1,0.021739130434782608,0.0
mellanni navy pillowcases,,0,,,,2,0,0,,,,,1,1,0.020833333333333332,0.0
mellanni king size sheets 6pc,,0,,,,2,0,0,,,,,1,1,0.022727272727272728,0.0
queen sheet set soft mellani,,0,,,,1,0,0,,,,,3,3,0.05172413793103448,0.0
mellanni queen sheey pillow case,,0,,,,1,0,0,,,,,2,2,0.10526315789473684,0.0
melanie iconic collection sheets,,0,,,,1,0,0,,,,,2,2,0.15384615384615385,0.0
mellanni 1952 purple pillowcases,,0,,,,1,0,0,,,,,3,3,0.375,0.0
mellanni microfiber bed sheet set,,0,,,,1,0,0,,,,,1,1,0.016129032258064516,0.0
mellanni iconic collection sheet set white full,,0,,,,1,0,0,,,,,1,1,0.016129032258064516,0.0
mellanni sheet set twin,,0,,,,1,0,0,,,,,1,1,0.016129032258064516,0.0
mellanni full sized bes sheets,,0,,,,1,0,0,,,,,1,1,0.016129032258064516,0.0
mellanni ultra soft pillowcase,,0,,,,1,0,0,,,,,1,1,0.02564102564102564,0.0
mellanni blue hydrangea pillow cases,,0,,,,1,0,0,,,,,1,1,0.016666666666666666,0.0
mellanni king fitted sheet blue hydrangea,,0,,,,1,0,0,,,,,1,1,0.030303030303030304,0.0
mellanni iconic 4-piece microfiber sheet set kiing beige,,0,,,,1,0,0,,,,,1,1,0.021739130434782608,0.0
mellanni king sheet setmellanni king sheet set,,0,,,,1,0,0,,,,,1,1,0.03125,0.0
mellani twin xl sheet set coral,,0,,,,1,0,0,,,,,1,1,0.016666666666666666,0.0
mellanni king bed sheet set flannel,,0,,,,1,0,0,,,,,1,1,0.016129032258064516,0.0
mellanni cotton sheet set queen,,0,,,,1,0,0,,,,,1,1,0.01639344262295082,0.0
mellanni king sheet set white,,0,,,,1,0,0,,,,,1,1,0.030303030303030304,0.0
mellanni queen sheets 12,,0,,,,1,0,0,,,,,1,1,0.034482758620689655,0.0
mellanni juego de sábanas bolsillo extra,,0,,,,1,0,0,,,,,1,1,0.043478260869565216,0.0
